FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
1447	NA12760	0.1950491	-0.2885786	0.017529	-0.03790505	-0.05836784	-0.0008846555	-0.0006733741	0.0200839	-0.01052805	-0.003182991
1341	NA06985	0.1908572	-0.2797241	0.02352108	-0.03398446	-0.04679393	-0.009096348	-0.007692661	0.02312796	-0.01342277	-0.01402564
1420	NA12003	0.1977452	-0.2783585	0.03181552	-0.04358338	-0.05751992	-0.004531501	0.00172471	0.02912172	-0.0259218	-0.004081217
1416	NA10835	0.2040809	-0.2945995	0.0440766	-0.03980695	-0.07020786	-0.005393722	-0.01021239	0.02920859	0.009881199	-0.01275193
1340	NA07022	0.1949362	-0.2942734	0.02261575	-0.0356452	-0.05334639	0.009571583	-0.01316915	0.01682028	-0.01462962	-0.01370473
1454	NA12813	0.2020311	-0.2902759	0.03440363	-0.05073965	-0.06647677	-0.01912305	0.02861449	0.03831074	-0.04375179	0.008556032
1420	NA10839	0.1979071	-0.3077572	0.03759211	-0.03934044	-0.06547481	0.00177882	-0.001390038	0.01722374	-0.02111359	0.00332646
1341	NA07055	0.1936922	-0.2879329	0.006356422	-0.04065586	-0.06209171	-0.002464492	0.001697128	0.01699676	0.001046042	-0.006241286
1344	NA12056	0.1972996	-0.3029454	0.02101278	-0.03789493	-0.05625625	-0.001217066	0.002915974	0.009492683	-0.002940715	-0.00850334
1375	NA10863	0.1976052	-0.2940517	0.02026715	-0.02461607	-0.06889777	0.008071933	0.001328915	0.01532797	0.001796561	0.004143841
1334	NA12145	0.1988947	-0.297954	0.0151482	-0.03058448	-0.06969114	0.01057795	0.003829144	-0.0004043577	-0.008270158	-0.01059271
1454	NA12814	0.1949931	-0.2926262	0.01736636	-0.03858055	-0.06387763	0.002662031	-0.003381998	0.01494632	-0.009008576	-0.01091217
1334	NA10847	0.1863437	-0.3059755	0.02490323	-0.0421598	-0.0520249	-0.03171916	0.01876833	0.02391818	-0.01772583	0.003394389
1420	NA12006	0.1941961	-0.3022109	0.02576005	-0.0378087	-0.05378889	-0.006940227	-0.003335252	0.01175628	-0.0162993	-0.01066121
1447	NA12763	0.1813857	-0.2826808	0.01459225	-0.03329366	-0.0533141	0.008362186	-0.008696619	0.0002408091	-0.001300499	-0.01303261
1345	NA07357	0.2019871	-0.2950019	0.01979345	-0.04666316	-0.05937463	-0.01894167	0.002572832	0.01798074	-0.02584017	0.006764552
1334	NA12144	0.1932579	-0.2866193	0.007599517	-0.0362732	-0.06528272	0.0002977803	0.005942621	-0.009769565	-0.003471227	-0.002239667
1408	NA10831	0.199661	-0.298286	0.0298378	-0.03665142	-0.07973302	0.005707417	0.0201859	0.00207617	0.005410317	0.01272232
1340	NA07000	0.1923612	-0.284901	0.01603668	-0.03996921	-0.06604665	0.005841065	-0.003071087	0.007381833	-0.009827174	-0.01511294
1350	NA11832	0.1911561	-0.2882009	0.01255962	-0.0331775	-0.08023442	0.008876175	0.006635713	-0.01020619	-0.003811435	-0.01698726
1341	NA06991	0.1919542	-0.2898691	0.01950812	-0.03475231	-0.06168263	-0.00337295	-0.007982317	0.03756512	-0.01683019	-0.0245535
1349	NA11840	0.1884445	-0.271454	0.0210557	-0.03895155	-0.05649018	-0.01085411	0.007802164	0.0158574	-0.009642852	-0.02168902
1454	NA12802	0.1930183	-0.3032482	0.02380309	-0.04314721	-0.0673217	0.006950217	-0.007085721	0.02571189	-0.01422357	-0.01995298
1447	NA12761	0.2077817	-0.290939	0.02452189	-0.03920091	-0.06857938	0.008727369	0.003280281	0.004296732	0.004235797	-0.005806858
1408	NA10830	0.2062027	-0.2926271	0.01716914	-0.02982431	-0.06453149	-0.00480251	-0.002600655	0.006578223	-0.02023084	-0.009083801
1350	NA10855	0.1900227	-0.2902376	0.01443482	-0.03266108	-0.07788406	0.002005823	0.0004451466	-0.00663794	-0.002952479	-0.02002078
1340	NA06994	0.1969201	-0.2804554	0.01894652	-0.02952201	-0.05626476	0.02018312	-0.01013434	0.02544628	-0.01041592	-0.01646204
1362	NA11993	0.1889068	-0.2927832	0.0151478	-0.04255962	-0.05313192	0.01205494	0.0007182892	0.009972485	-0.009702411	0.009378791
1362	NA11995	0.1917155	-0.3105558	0.01755755	-0.04557823	-0.07184319	0.002782658	-0.01718482	0.00390957	-0.002719502	-0.00540994
1463	NA12891	0.188479	-0.2964549	0.03689891	-0.04424168	-0.05687953	-0.02021289	0.003406414	0.03531425	-0.01773742	0.00570468
1459	NA12864	0.2006551	-0.2958464	0.02432381	-0.03952265	-0.06668299	0.01783138	-0.006790769	-0.002844493	-0.006814129	-0.01368885
1444	NA12751	0.1961271	-0.2939476	0.02172219	-0.05231588	-0.07398756	0.002714	-0.009050225	0.01993435	-0.02143888	-0.005365791
1362	NA10861	0.1945274	-0.3008936	0.02757231	-0.0478783	-0.07501642	-0.0001008903	-0.01941194	0.006563579	-0.01049243	0.005174253
1420	NA12005	0.2026491	-0.29713	0.03100813	-0.03280278	-0.05698616	0.0003035622	-8.259032e-05	0.01616173	-0.01911779	0.01400924
1375	NA12234	0.1952263	-0.2897382	0.01596744	-0.03094378	-0.06858068	0.01064056	0.001263102	0.01015211	-0.002244793	0.001220693
1345	NA07345	0.195793	-0.2978366	0.01999718	-0.02993055	-0.06283051	-0.01802345	0.002459846	0.02308325	-0.02650849	0.01647035
1340	NA07029	0.2013554	-0.2885619	0.01242371	-0.0385931	-0.06590241	0.01674471	-0.00628099	0.02746046	-0.01120253	-0.0264927
1463	NA12892	0.1928849	-0.3022182	0.01101517	-0.02452888	-0.0576141	-0.01136522	0.004793147	0.02215956	-0.02455888	0.01846208
1416	NA12248	0.2026973	-0.2875863	0.02884527	-0.03828582	-0.05835025	-0.0118071	-0.007764618	0.0246153	0.002560517	-0.007261119
1334	NA10846	0.1958026	-0.2996859	0.001423268	-0.0373668	-0.07062989	0.004607834	0.009316765	-0.01293093	-0.00612186	-0.009462014
1454	NA12801	0.2007706	-0.3003404	0.0283582	-0.05232486	-0.06858075	-0.01381739	0.02504273	0.04279963	-0.02792054	0.006858885
1459	NA12872	0.1954143	-0.2831017	0.02839127	-0.03671567	-0.06671903	0.0008314465	-0.01514631	0.001767907	-0.01195929	-0.02565845
1408	NA12155	0.1961355	-0.3018516	0.01839081	-0.0297246	-0.07556024	0.004409449	0.01060339	0.008280243	-0.01133314	-0.003702526
1341	NA06993	0.1956468	-0.3009563	0.01626951	-0.03435372	-0.06473004	-0.00284158	-0.0007606498	0.02785346	-0.020219	-0.0242665
1350	NA11830	0.2053821	-0.2873512	0.02785051	-0.02508963	-0.05713562	-0.01362022	0.01090656	0.01115276	-0.003563349	-0.002877203
1420	NA10838	0.2028647	-0.2863035	0.02945662	-0.03932191	-0.06191165	0.002472628	0.003278872	0.02244145	-0.02906132	-0.002062727
1416	NA12249	0.2018005	-0.2959161	0.03629402	-0.03904353	-0.06196443	-0.004894643	-2.790727e-05	0.02063786	0.01256839	-0.006720879
1344	NA12057	0.1896095	-0.2882533	0.03246713	-0.02518086	-0.0570462	-0.0003469049	0.004688665	-0.005089137	0.002162303	-0.008218509
1454	NA12812	0.202016	-0.2979064	0.01369193	-0.04337439	-0.06984616	0.002368485	0.005070759	0.01617056	-0.00133656	0.001383334
1347	NA11881	0.2013185	-0.2841342	0.01503561	-0.04092625	-0.05358077	-0.00798984	0.01564107	0.001630359	-0.0104593	-0.01663979
1362	NA11994	0.1958543	-0.2840609	0.0270802	-0.03751342	-0.06479729	0.00104712	-0.00747839	-0.0007863773	-0.00893449	0.01466115
1459	NA12873	0.2059095	-0.287571	0.02581432	-0.02149951	-0.05406442	0.01946589	-0.002769243	-0.01138225	-0.001091309	0.001164238
1454	NA12815	0.1937685	-0.3008903	0.02482037	-0.03796746	-0.05886247	0.01040499	-0.005415566	0.01481293	-0.02122774	-0.01396711
1444	NA12740	0.198456	-0.2945844	0.02028434	-0.04478135	-0.07489198	0.005898362	-0.02010912	0.02301535	-0.01400681	0.005858173
1447	NA12752	0.2073995	-0.2966164	0.01757563	-0.039007	-0.07884314	0.007985807	0.004157731	0.01516107	-0.004400017	0.0005422596
1346	NA12043	0.1943352	-0.2872267	0.01164367	-0.03438956	-0.05962786	0.005360455	-0.01639352	0.02250744	-0.003051802	-0.01515643
1375	NA12264	0.1957016	-0.3002024	0.02089011	-0.03167082	-0.06355608	0.007126425	-0.004586828	0.01986777	0.003046073	0.01081716
1349	NA10854	0.1907301	-0.2846512	0.02547686	-0.04261767	-0.06871785	-0.01090094	0.01903789	0.01269919	-0.02430809	-0.0330728
1459	NA12865	0.191526	-0.2956699	0.02569376	-0.03672121	-0.06923508	0.009668137	0.001609927	0.03947841	-0.02662531	-0.01724835
NA18597	NA18597	0.2559549	0.3109907	-0.004616774	-0.01279694	-0.02762219	0.01571445	0.02443572	0.01205128	0.006406946	0.006483298
NA18615	NA18615	0.2538719	0.3156911	-0.005391836	-0.006568936	-0.0417195	-0.005991859	0.007267045	-0.004781192	0.01561379	0.003246995
NA18557	NA18557	0.2558591	0.3193641	-0.009159509	-0.008695208	-0.01343181	0.005967989	0.009713949	0.002150378	-0.01288654	0.01105479
NA18628	NA18628	0.2642639	0.3075861	-0.002454538	0.00729796	-0.04194311	0.004202459	0.00996851	-0.0293621	0.004895451	0.0337699
NA18745	NA18745	0.271869	0.3168464	0.001006194	-0.02580687	-0.03220281	0.01959498	0.01705292	0.005859522	-0.004364783	0.01290007
NA18640	NA18640	0.2512522	0.311074	-0.01028231	-0.01947569	-0.0303031	0.006721402	0.01500236	-0.01381841	0.005569914	0.03211662
NA18747	NA18747	0.2598727	0.3120286	-0.01194779	-0.01739891	-0.02805705	0.002187415	0.01822771	-0.004885492	-0.002569024	0.02635235
NA18596	NA18596	0.2673389	0.3220265	-0.00393165	-0.01997745	-0.04169363	0.002514404	0.01320646	0.006689933	0.01044653	0.026684
NA18536	NA18536	0.260582	0.3086992	0.00259877	-0.01862131	-0.03797948	-0.00445925	0.003931175	0.005930183	0.00538018	0.01275539
NA18599	NA18599	0.2623591	0.3115525	-0.002731728	-0.02710461	-0.01943963	-0.0003663445	0.004857251	0.005560932	0.006155413	0.01237297
NA18544	NA18544	0.2636894	0.3108228	-0.0001416433	-0.01934026	-0.02819235	-0.004298182	0.00420358	-0.002298928	-0.008193961	0.02592482
NA18602	NA18602	0.2659689	0.3105687	-0.006949833	-0.01947811	-0.03100224	-0.00842171	0.01001998	0.01799099	0.01088595	0.01553404
NA18614	NA18614	0.2546343	0.3165213	-0.006382594	-0.01373194	-0.02969318	0.007589122	0.01831597	0.01175911	-0.008247783	0.0267017
NA18548	NA18548	0.268053	0.3198866	-0.01020841	-0.01922613	-0.02815575	-0.01116581	0.005094352	-0.01047207	-0.00151348	0.01733676
NA18616	NA18616	0.2663734	0.3158413	-0.01530055	-0.004831527	-0.034075	-0.007960351	0.00711012	0.002953378	-0.007364313	0.02197604
NA18559	NA18559	0.2583618	0.3129866	-0.004646029	-0.01943766	-0.0443287	0.003014698	0.01641973	0.003909665	0.002188417	0.02244041
NA18619	NA18619	0.2506138	0.3092484	-0.004712247	-0.02463512	-0.03803867	0.009781089	0.007077514	-0.003915039	-0.01954154	0.01485354
NA18638	NA18638	0.2613237	0.3119538	-0.01093604	-0.009754093	-0.02795543	0.01126637	0.01441034	0.00104044	-0.001541605	0.02935318
NA18639	NA18639	0.2551996	0.3164129	-0.002979472	-0.001572448	-0.04024944	0.009206794	0.01423601	0.01064398	0.006384355	0.02660868
NA18627	NA18627	0.2638899	0.3205645	-0.01080736	-0.01709855	-0.03319117	0.008938688	0.01971864	0.003708009	-0.005197925	0.0242412
NA18631	NA18631	0.2616044	0.3262129	0.003126952	-0.009713552	-0.03864675	0.0006064031	0.008759703	0.003146636	0.0008212089	0.02160359
NA18634	NA18634	0.2526488	0.3183021	0.008662576	-0.01729173	-0.0398077	0.008906549	0.0295843	0.0002838195	0.004296114	0.02851943
NA18642	NA18642	0.2452582	0.2960148	-0.001055267	-0.02444886	-0.02632551	0.009889366	0.001843953	-0.002885921	0.002843967	0.02875389
NA18626	NA18626	0.2577173	0.3039787	-0.0005423831	-0.01981216	-0.03039829	0.008526227	0.001587963	0.003299817	-0.01456781	0.0193366
NA18543	NA18543	0.2682975	0.3164619	-0.02086168	-0.00734996	-0.03199345	0.01528025	0.004891559	-0.01430328	-0.001773249	0.01717468
NA18610	NA18610	0.2653223	0.3070626	-0.007293729	-0.02340406	-0.02328394	0.007100936	-0.0002125914	0.006220035	0.0008956252	0.01837612
NA18617	NA18617	0.2584439	0.319309	-0.004363353	-0.004708551	-0.03780801	0.02060566	0.02413763	-0.008092587	-0.01014666	0.0382011
NA18613	NA18613	0.2652078	0.3062893	0.0002879956	-0.02934745	-0.02218003	0.01389629	0.002480312	0.004346476	-0.005676455	0.00859532
NA18647	NA18647	0.2585049	0.3046893	0.008352567	-0.01190856	-0.03070464	0.002646383	0.00274802	0.00444885	0.0008854254	0.01311276
NA18630	NA18630	0.2542097	0.3110865	-0.01033295	-0.01671706	-0.04094996	0.006763441	0.009355606	-0.01313663	0.003601849	0.04329461
NA18641	NA18641	0.2640259	0.308999	0.003124534	-0.03535532	-0.02804232	0.006571161	0.01002179	0.008253422	-0.007478325	0.01423266
NA18748	NA18748	0.2641762	0.3175997	-0.005669341	-0.01762766	-0.0364202	0.01687987	0.01524586	0.01029739	-0.00257436	0.03212123
NA18749	NA18749	0.2652353	0.3151734	-0.0006649407	-0.01884339	-0.02866254	0.01878434	0.01022294	0.005121467	0.003979611	0.006084551
NA18757	NA18757	0.2580047	0.3061537	0.003414993	-0.02052207	-0.0258296	0.01309646	0.00754566	0.0105761	0.009571049	0.005822351
NA18546	NA18546	0.2665326	0.31676	-0.003147177	-0.01981828	-0.04316701	-0.0001560382	0.006318975	0.0009447941	-0.006476118	0.01174723
NA18643	NA18643	0.2579091	0.3145928	-0.01074742	-0.02650962	-0.03627625	-0.0118055	-0.0006484822	0.008779378	-0.01491436	0.01939774
NA18645	NA18645	0.2696386	0.3247773	0.001724278	-0.01300089	-0.03261124	0.004815446	0.004749608	0.009171537	0.0001443247	0.03230515
NA18534	NA18534	0.2518697	0.3149188	-0.01616774	-0.01126433	-0.03581803	0.01971719	-0.0001150694	0.01364716	-0.0004644938	0.007885291
NA18595	NA18595	0.2664011	0.3020273	-0.009060641	-0.02697245	-0.03587245	0.00823784	0.002353914	-0.0078744	-0.0002055467	0.02120174
NA18618	NA18618	0.256273	0.3103932	-0.006525702	-0.02538561	-0.03385458	0.008174898	0.01173864	-0.01386999	0.002546555	0.01014954
NA18740	NA18740	0.2551393	0.3203861	-0.001227412	-0.01203389	-0.03897514	0.007380022	0.00601377	0.003684353	-0.007014665	0.0450441
NA18524	NA18524	0.2568447	0.299373	-0.0001834666	-0.01457171	-0.02741824	0.005658002	0.00811339	0.003526353	-0.00447954	0.02989644
NA18635	NA18635	0.2707301	0.3155033	-0.004842577	-0.01853552	-0.0356831	0.0001959858	0.004673776	0.004870235	-0.01351816	0.0105286
NA18537	NA18537	0.2676849	0.3101315	-0.006705335	-0.01784281	-0.03112932	0.01183256	0.008292372	-0.006305774	0.002796186	0.01802843
NA18572	NA18572	0.2586502	0.3278917	-0.003160523	-0.02515352	-0.03382979	-0.002875247	0.0001468009	0.00470593	-0.001189002	-0.008243838
NA18592	NA18592	0.2692815	0.313555	-0.00615871	-0.01563988	-0.03377244	0.004146229	0.01908251	-0.014372	-0.01223934	0.01656269
NA18526	NA18526	0.2592757	0.3221029	-0.01025067	-0.02292808	-0.0500796	0.01321545	0.01916373	-0.02182427	-0.01087612	0.02481922
NA18529	NA18529	0.2598793	0.319616	-0.01025956	-0.02860025	-0.02917325	0.01188938	0.009924731	0.0004993591	0.005043562	0.01538051
NA18558	NA18558	0.2571669	0.309486	-0.009877002	-0.02583613	-0.02419523	0.007655176	-0.009522436	0.008450693	0.003370967	0.01065671
NA18562	NA18562	0.2615201	0.3084683	-0.00438893	-0.02010345	-0.02922283	0.0014271	-1.097119e-05	0.00976523	0.01610431	0.01871624
NA18545	NA18545	0.2600211	0.3205479	-0.004524244	-0.003101058	-0.03542268	0.00746967	0.01399464	0.005549232	0.009391521	0.02485801
NA18609	NA18609	0.2607917	0.3016897	-0.0008269256	-0.01562456	-0.01519188	0.01199199	0.005939554	0.006400286	-0.006086339	0.00508039
NA18552	NA18552	0.2586294	0.3127221	-0.003589382	-0.01824432	-0.03344081	0.00211575	0.009035855	0.001236632	-0.003625355	0.04807549
NA18611	NA18611	0.255599	0.3070457	-0.01028396	-0.01041971	-0.03768532	-0.003092765	-0.0101179	0.007239183	0.00148376	0.01073323
NA18555	NA18555	0.2574425	0.3149785	-0.008324808	-0.01437102	-0.02543593	0.01368434	0.02456491	0.009462409	-0.009943552	0.01804217
NA18566	NA18566	0.2667895	0.3078202	0.005096046	-0.009404378	-0.021378	0.01394085	-7.357891e-05	0.003241376	0.001165888	0.01514904
NA18563	NA18563	0.2665058	0.315897	-0.001798702	-0.02721186	-0.02639945	0.002640606	0.006276718	-0.0003275404	0.01530809	0.020733
NA18570	NA18570	0.2606044	0.3184541	-0.005110165	-0.02068899	-0.03934589	-0.001787391	0.02377371	-0.0002373466	-0.004231627	0.02311811
NA18612	NA18612	0.2619785	0.3127765	-0.004873372	-0.01423501	-0.02680341	-0.03142028	0.009006087	0.0008419582	0.0008056362	0.03144369
NA18621	NA18621	0.260334	0.3189587	0.005004942	-0.03139937	-0.02899339	0.002549092	0.01727414	-0.002826511	-0.01831022	0.005217288
NA18622	NA18622	0.2562762	0.3216834	-0.01040145	-0.02450691	-0.03815083	0.003813387	0.01085657	-0.01257291	-0.005742493	0.03102738
NA18573	NA18573	0.2618696	0.3165059	-0.008493587	-0.01283204	-0.03456519	0.01219527	0.008960322	0.01122025	0.02130696	0.02391611
NA18577	NA18577	0.2568366	0.3114882	0.003099124	-0.02207561	-0.03975907	0.007569608	0.0102385	0.005546239	6.0614e-05	0.01446281
NA18579	NA18579	0.2592526	0.3050482	-0.009131305	-0.02171844	-0.02857525	0.0007612045	0.01244575	0.00617076	-0.004094878	0.01614931
NA18632	NA18632	0.2579955	0.3272344	0.003325135	-0.01916679	-0.04172945	0.007396811	0.02106358	0.004770968	0.0007917745	0.02082435
NA18636	NA18636	0.2431037	0.3112606	-0.01465569	-0.02189413	-0.0568182	0.0006221901	0.006830688	0.01785916	-0.003793305	0.02932306
NA18593	NA18593	0.2554201	0.3179366	-0.006420335	-0.01260534	-0.03633379	-0.006742128	0.01870471	-0.001298097	-0.01428933	0.01240681
NA18603	NA18603	0.2604785	0.3167117	0.007994008	-0.01023583	-0.03637919	-0.0002432743	0.001948718	0.006907437	-0.0006880146	0.0296363
NA18624	NA18624	0.2649673	0.3165777	-0.01143144	-0.01581714	-0.04049721	-0.000130724	0.007199224	0.006178735	0.003814247	0.01065492
NA18550	NA18550	0.2591002	0.3039996	0.00112366	-0.009813459	-0.0439069	0.011026	0.01159727	0.01248298	-0.01549238	0.04081702
NA18605	NA18605	0.2581226	0.3136471	0.0007747108	-0.02072743	-0.02944152	0.006995172	0.004525274	0.005890268	-0.01285875	0.01578347
NA18542	NA18542	0.2488411	0.3020157	0.003524212	-0.01052375	-0.02830897	-0.006199742	0.005649317	0.0159547	-0.01422487	-0.001286205
NA18532	NA18532	0.2612618	0.3185028	-0.007333043	-0.01460792	-0.02929182	-0.001078848	0.01152571	-0.005042478	0.008217139	0.009580258
NA18561	NA18561	0.2661712	0.307583	-0.003988431	-0.008145046	-0.03523381	-0.009031736	0.02662655	0.004830712	0.001095947	0.007284421
NA18608	NA18608	0.2596592	0.3072449	-0.004226679	-0.01562949	-0.02089701	0.00857173	0.002998604	0.00426752	-0.005024011	0.01398715
NA18564	NA18564	0.2600177	0.3050089	-0.003813868	-0.01805036	-0.02249212	0.008569018	0.02008385	0.01078002	0.01125841	0.01136023
NA18571	NA18571	0.2565314	0.3111734	-0.002281919	-0.02380157	-0.02873892	0.01508308	0.004288263	0.01199957	-0.007733754	0.03275491
NA18620	NA18620	0.2653981	0.30713	0.006018985	-0.007202687	-0.02367822	-0.001993318	0.01110892	-0.01602805	-0.008895964	0.001383827
NA18623	NA18623	0.266278	0.2995621	-0.004625581	-0.01637672	-0.02416786	-0.003804861	0.0170991	0.01213554	-0.0003263699	0.01244942
NA18576	NA18576	0.2555423	0.3026574	0.004267007	-0.01602952	-0.0345524	-0.01491462	0.004418334	-0.01143654	0.002414285	-0.004463373
NA18582	NA18582	0.2640487	0.32175	-0.01158621	-0.007488277	-0.04841753	-0.006033774	0.006724536	0.003576552	0.005310348	0.02555933
NA18633	NA18633	0.2552218	0.3216151	-0.009831571	-0.02776116	-0.03236506	-0.0001943324	0.01157424	-0.004426295	0.0001834112	0.02147162
NA18637	NA18637	0.258729	0.3162673	-0.01271179	-0.01806568	-0.03460794	-0.004383936	0.01141859	-0.01361122	-0.007907761	0.02559118
NA18594	NA18594	0.2569485	0.3232353	0.0008692975	-0.02278977	-0.03478481	0.004758898	-0.0008649515	0.0005138394	-0.009982189	0.03107416
NA17970	NA17970	0.2594177	0.3112383	-0.007420462	-0.01369724	-0.02760257	0.003046358	0.01461231	-0.001701684	0.007766454	0.03050461
NA17977	NA17977	0.2565251	0.3107643	-0.006776583	-0.01298161	-0.03949212	0.01814073	0.00758864	0.008177685	-0.003664758	0.02327807
NA17981	NA17981	0.2668128	0.3264128	-0.01882411	-0.01253292	-0.04448613	-0.001735534	0.02555983	0.009895149	-0.00655728	0.05347735
NA17993	NA17993	0.2610363	0.3056817	-0.005151085	-0.008564521	-0.04112738	0.01130209	0.01555558	0.008771043	-0.007438658	0.03900399
NA18101	NA18101	0.2614493	0.2964988	-0.01461213	-0.01240869	-0.03230707	-0.0009251015	0.009162829	-0.007405131	-0.009382581	0.02281786
NA18105	NA18105	0.2600946	0.3168117	0.001054456	-0.01385411	-0.02298238	0.01262723	0.01641399	-0.00463001	0.005078697	0.04342813
NA18109	NA18109	0.2553015	0.3326382	-0.005697404	-0.009349503	-0.03601469	0.01773796	0.01020653	0.02463708	0.01606386	0.01375947
NA18129	NA18129	0.2505539	0.3133654	-0.01313454	-0.0001951616	-0.03590267	0.01156258	0.01547655	0.0003973449	0.006889142	0.02986814
NA18135	NA18135	0.2623901	0.3220559	-0.01104612	-0.007272514	-0.04809701	0.02136786	0.01693231	-0.0009598193	0.00591751	0.04816134
NA18139	NA18139	0.2554261	0.3203892	-0.01255482	-0.02356431	-0.03918167	0.00288668	0.0151141	0.009913294	0.012982	0.02052453
NA18144	NA18144	0.2635836	0.3203525	-0.003741528	-0.01518758	-0.02474735	-0.00262656	0.004788256	0.00825276	-0.001566489	0.03714238
NA18150	NA18150	0.2614384	0.3188673	0.006494102	-0.01505777	-0.03726051	0.007199456	0.01209291	0.005827335	-0.009500399	0.03484621
NA18154	NA18154	0.257559	0.3192717	-0.01145352	0.0003124974	-0.03066606	-0.002112021	0.005886265	-0.000246305	0.007272274	0.02809005
NA18162	NA18162	0.2632223	0.3196319	-0.009890546	-0.01673474	-0.03369807	0.00332969	0.00398414	0.01280619	0.002567491	0.03072269
NA17974	NA17974	0.2685211	0.3158181	0.005476451	-0.01271802	-0.03001337	9.432828e-05	0.00159713	-0.001808424	0.002690568	0.02245641
NA17975	NA17975	0.259551	0.3184094	0.003394834	-0.02382567	-0.02726078	0.005881919	0.005806896	-0.001569732	0.001112362	0.02043917
NA17980	NA17980	0.2682046	0.3146746	0.006389804	-0.02000791	-0.03163687	0.008204398	0.01212265	0.003568793	0.0002057125	0.0255909
NA17986	NA17986	0.2563034	0.331958	-0.005905742	-0.0139049	-0.05572334	0.004503303	0.01885961	0.008175802	0.001982064	0.05141316
NA17989	NA17989	0.2530642	0.3173903	-0.01463411	0.002724506	-0.0402218	-0.0001649965	0.005617077	0.001112288	0.006723024	0.03478325
NA17997	NA17997	0.2598102	0.3216838	-0.007414197	-0.0126006	-0.02888472	0.006693072	0.004532686	0.005520476	0.002801521	0.0281481
NA18106	NA18106	0.2627433	0.3142446	-0.01253075	-0.010596	-0.03108187	-0.003615211	0.008489024	0.002811781	-0.00638229	0.01101839
NA18114	NA18114	0.2679073	0.3156071	-0.001174213	-0.02220084	-0.05179648	0.00984838	0.00374268	-0.008949754	1.627696e-06	0.02150761
NA18122	NA18122	0.2681754	0.3184928	-0.001517603	-0.00917989	-0.04944616	0.008086548	0.003493021	0.005275021	-0.02019645	0.03973025
NA18138	NA18138	0.2385694	0.2883071	-0.0103515	-0.01714192	-0.04701899	0.002555439	0.00817716	0.007055922	-0.002685791	0.03302635
NA18149	NA18149	0.2595743	0.3090646	0.001841153	0.0003544323	-0.0378121	0.004508862	0.02256816	0.000581219	0.00294372	0.0473294
NA17987	NA17987	0.2585587	0.3184231	-0.001986968	-0.01610511	-0.03864628	8.909652e-05	-0.006165278	-0.002642919	-0.01297487	0.05535564
NA17988	NA17988	0.2621532	0.3115392	-0.009708728	-0.01520997	-0.04342034	0.02059154	0.009069185	0.009325116	0.007412226	0.02361325
NA17998	NA17998	0.2580568	0.312584	-0.0173012	-0.0104675	-0.04022648	0.0111917	0.007141107	0.0009465253	0.0008784181	0.03473514
NA18107	NA18107	0.2591599	0.327503	-0.002584268	-0.01521909	-0.03756626	0.01250056	0.006961636	0.001042164	-0.01537118	0.02411481
NA18108	NA18108	0.2575235	0.3314122	0.003387301	-0.02245055	-0.03501549	0.009895541	0.01669328	0.001835513	-0.001202615	0.01467316
NA18128	NA18128	0.2531719	0.3218728	-0.01230819	-0.008743291	-0.04503873	0.01241681	0.006321661	0.001776844	-0.004247123	0.02648647
NA18146	NA18146	0.2564384	0.3090428	-0.002547664	-0.01665482	-0.03208799	-0.004094385	0.008060971	0.004004775	-0.001439116	0.04461015
NA18148	NA18148	0.2598282	0.3238256	-0.008161836	-0.01181644	-0.03927255	-0.0003790252	0.01720917	0.007773607	0.004964556	0.03657599
NA18161	NA18161	0.2620976	0.3149943	-0.01312483	-0.01940082	-0.0399579	0.003422449	-0.003147439	-0.002049131	0.01295152	0.01988553
NA18670	NA18670	0.2497926	0.3181832	-0.01410151	-0.007476471	-0.0352727	0.001371851	0.01728973	0.01282773	0.00314755	0.02398214
NA18694	NA18694	0.2634807	0.3277829	-0.003659055	-0.01862991	-0.04539504	0.01121388	0.01626917	0.004199689	-0.01561655	0.02337185
NA18696	NA18696	0.2582744	0.3236559	-0.01636057	0.004287904	-0.05375809	0.02351151	0.008940351	-0.009039488	-0.002298319	0.03293673
NA17965	NA17965	0.26258	0.3171401	-0.01664421	-0.01396684	-0.03495857	-0.005663713	0.01310856	0.003077783	-0.004500906	0.02518086
NA17967	NA17967	0.249976	0.3134125	0.008408595	-0.01659016	-0.04081609	0.01717575	0.01063647	-0.0006769796	0.002523316	0.04604353
NA17969	NA17969	0.26105	0.3073764	-0.006363086	-0.01038967	-0.03112708	0.00317487	0.001327204	-0.001257973	0.007512399	0.04320277
NA17983	NA17983	0.257516	0.3208578	-0.009079056	-0.008381678	-0.0328113	-0.005187812	0.01197904	-0.0005754043	0.006545391	0.0129342
NA18117	NA18117	0.2609248	0.3152445	-0.003122146	-0.01016239	-0.02989316	0.005642344	0.003968163	0.001257552	0.004599362	0.02389115
NA18120	NA18120	0.2631961	0.3100358	0.0009754489	-0.005885041	-0.02928143	0.01244822	0.01734922	-0.00479192	-0.003102811	0.01964239
NA18124	NA18124	0.266794	0.3195729	-0.006449416	-0.005779243	-0.03908535	0.02464132	0.01789142	0.01153128	-0.001010574	0.040244
NA18125	NA18125	0.2657371	0.3220493	-0.01613553	-0.01846422	-0.03983749	0.001069626	0.01777831	0.01177176	0.007523449	0.02724398
